##########################################################################################
############################# Effectiveness Evaluation for 0 #############################
##########################################################################################

Evaluation Measures:
MAP: 0.01
MRR: 0.02
--------------------------------------------------------------------------------

QueryID: Q1
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
Q13         CACM-3083         1         N         0.00         0.000000
Q13         CACM-3085         2         N         0.00         0.000000
Q13         CACM-3086         3         N         0.00         0.000000
Q13         CACM-3090         4         N         0.00         0.000000
Q13         CACM-3091         5         N         0.00         0.000000
Q13         CACM-3092         6         N         0.00         0.000000
Q13         CACM-3102         7         N         0.00         0.000000
Q13         CACM-3103         8         N         0.00         0.000000
Q13         CACM-3104         9         N         0.00         0.000000
Q13         CACM-3106         10        N         0.00         0.000000
Q13         CACM-3108         11        N         0.00         0.000000
Q13         CACM-3113         12        N         0.00         0.000000
Q13         CACM-3117         13        N         0.00         0.000000
Q13         CACM-3124         14        N         0.00         0.000000
Q13         CACM-3126         15        N         0.00         0.000000
Q13         CACM-3132         16        N         0.00         0.000000
Q13         CACM-3137         17        N         0.00         0.000000
Q13         CACM-3139         18        N         0.00         0.000000
Q13         CACM-3142         19        N         0.00         0.000000
Q13         CACM-3144         20        N         0.00         0.000000
Q13         CACM-3150         21        N         0.00         0.000000
Q13         CACM-3153         22        N         0.00         0.000000
Q13         CACM-3157         23        N         0.00         0.000000
Q13         CACM-3167         24        N         0.00         0.000000
Q13         CACM-3170         25        N         0.00         0.000000
Q13         CACM-3171         26        N         0.00         0.000000
Q13         CACM-3172         27        N         0.00         0.000000
Q13         CACM-3175         28        N         0.00         0.000000
Q13         CACM-3177         29        N         0.00         0.000000
Q13         CACM-3179         30        N         0.00         0.000000
Q13         CACM-3187         31        N         0.00         0.000000
Q13         CACM-3189         32        N         0.00         0.000000
Q13         CACM-3191         33        N         0.00         0.000000
Q13         CACM-3193         34        N         0.00         0.000000
Q13         CACM-3194         35        N         0.00         0.000000
Q13         CACM-3196         36        N         0.00         0.000000
Q13         CACM-3198         37        N         0.00         0.000000
Q13         CACM-3201         38        N         0.00         0.000000
Q13         CACM-3088         39        N         0.00         0.000000
Q13         CACM-3093         40        N         0.00         0.000000
Q13         CACM-3096         41        N         0.00         0.000000
Q13         CACM-3097         42        N         0.00         0.000000
Q13         CACM-3107         43        N         0.00         0.000000
Q13         CACM-3110         44        N         0.00         0.000000
Q13         CACM-3112         45        N         0.00         0.000000
Q13         CACM-3125         46        N         0.00         0.000000
Q13         CACM-3132         47        N         0.00         0.000000
Q13         CACM-3136         48        N         0.00         0.000000
Q13         CACM-3141         49        N         0.00         0.000000
Q13         CACM-3143         50        N         0.00         0.000000
Q13         CACM-3145         51        N         0.00         0.000000
Q13         CACM-3149         52        N         0.00         0.000000
Q13         CACM-3151         53        N         0.00         0.000000
Q13         CACM-3154         54        N         0.00         0.000000
Q13         CACM-3156         55        N         0.00         0.000000
Q13         CACM-3158         56        N         0.00         0.000000
Q13         CACM-3164         57        N         0.00         0.000000
Q13         CACM-3171         58        N         0.00         0.000000
Q13         CACM-3173         59        N         0.00         0.000000
Q13         CACM-3175         60        N         0.00         0.000000
Q13         CACM-3184         61        N         0.00         0.000000
Q13         CACM-3202         62        N         0.00         0.000000
Q13         CACM-3203         63        N         0.00         0.000000
Q13         CACM-3082         64        N         0.00         0.000000
Q13         CACM-3095         65        N         0.00         0.000000
Q13         CACM-3099         66        N         0.00         0.000000
Q13         CACM-3100         67        N         0.00         0.000000
Q13         CACM-3105         68        N         0.00         0.000000
Q13         CACM-3109         69        N         0.00         0.000000
Q13         CACM-3110         70        N         0.00         0.000000
Q13         CACM-3114         71        N         0.00         0.000000
Q13         CACM-3120         72        N         0.00         0.000000
Q13         CACM-3121         73        N         0.00         0.000000
Q13         CACM-3129         74        N         0.00         0.000000
Q13         CACM-3130         75        N         0.00         0.000000
Q13         CACM-3133         76        N         0.00         0.000000
Q13         CACM-3134         77        N         0.00         0.000000
Q13         CACM-3135         78        N         0.00         0.000000
Q13         CACM-3148         79        N         0.00         0.000000
Q13         CACM-3150         80        N         0.00         0.000000
Q13         CACM-3160         81        N         0.00         0.000000
Q13         CACM-3165         82        N         0.00         0.000000
Q13         CACM-3176         83        N         0.00         0.000000
Q13         CACM-3192         84        N         0.00         0.000000
Q13         CACM-3200         85        N         0.00         0.000000
Q13         CACM-3204         86        N         0.00         0.000000
Q13         CACM-3094         87        N         0.00         0.000000
Q13         CACM-3103         88        N         0.00         0.000000
Q13         CACM-3106         89        N         0.00         0.000000
Q13         CACM-3129         90        N         0.00         0.000000
Q13         CACM-3131         91        N         0.00         0.000000
Q13         CACM-3138         92        N         0.00         0.000000
Q13         CACM-3152         93        N         0.00         0.000000
Q13         CACM-3166         94        N         0.00         0.000000
Q13         CACM-3098         95        N         0.00         0.000000
Q13         CACM-3163         96        N         0.00         0.000000
Q13         CACM-3182         97        N         0.00         0.000000
Q13         CACM-3134         98        N         0.00         0.000000
Q13         CACM-3147         99        N         0.00         0.000000
Q13         CACM-3087         100       N         0.00         0.000000


QueryID: Q14
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q14         CACM-3150         1         N         0.00         0.000000
Q14         CACM-3151         2         N         0.00         0.000000
Q14         CACM-3152         3         N         0.00         0.000000
Q14         CACM-3153         4         N         0.00         0.000000
Q14         CACM-3155         5         N         0.00         0.000000
Q14         CACM-3156         6         N         0.00         0.000000
Q14         CACM-3157         7         N         0.00         0.000000
Q14         CACM-3158         8         N         0.00         0.000000
Q14         CACM-3164         9         N         0.00         0.000000
Q14         CACM-3165         10        N         0.00         0.000000
Q14         CACM-3166         11        N         0.00         0.000000
Q14         CACM-3167         12        N         0.00         0.000000
Q14         CACM-3168         13        N         0.00         0.000000
Q14         CACM-3169         14        N         0.00         0.000000
Q14         CACM-3170         15        N         0.00         0.000000
Q14         CACM-3171         16        N         0.00         0.000000
Q14         CACM-3172         17        N         0.00         0.000000
Q14         CACM-3175         18        N         0.00         0.000000
Q14         CACM-3177         19        N         0.00         0.000000
Q14         CACM-3179         20        N         0.00         0.000000
Q14         CACM-3183         21        N         0.00         0.000000
Q14         CACM-3185         22        N         0.00         0.000000
Q14         CACM-3187         23        R         0.02         0.043478
Q14         CACM-3188         24        N         0.02         0.041667
Q14         CACM-3189         25        N         0.02         0.040000
Q14         CACM-3190         26        N         0.02         0.038462
Q14         CACM-3191         27        N         0.02         0.037037
Q14         CACM-3193         28        N         0.02         0.035714
Q14         CACM-3194         29        N         0.02         0.034483
Q14         CACM-3196         30        N         0.02         0.033333
Q14         CACM-3197         31        N         0.02         0.032258
Q14         CACM-3198         32        N         0.02         0.031250
Q14         CACM-3199         33        N         0.02         0.030303
Q14         CACM-3201         34        N         0.02         0.029412
Q14         CACM-3202         35        N         0.02         0.028571
Q14         CACM-3203         36        N         0.02         0.027778
Q14         CACM-3149         37        N         0.02         0.027027
Q14         CACM-3151         38        N         0.02         0.026316
Q14         CACM-3153         39        N         0.02         0.025641
Q14         CACM-3156         40        N         0.02         0.025000
Q14         CACM-3157         41        N         0.02         0.024390
Q14         CACM-3158         42        N         0.02         0.023810
Q14         CACM-3160         43        N         0.02         0.023256
Q14         CACM-3162         44        N         0.02         0.022727
Q14         CACM-3163         45        N         0.02         0.022222
Q14         CACM-3164         46        N         0.02         0.021739
Q14         CACM-3167         47        N         0.02         0.021277
Q14         CACM-3169         48        N         0.02         0.020833
Q14         CACM-3171         49        N         0.02         0.020408
Q14         CACM-3177         50        N         0.02         0.020000
Q14         CACM-3179         51        N         0.02         0.019608
Q14         CACM-3181         52        N         0.02         0.019231
Q14         CACM-3184         53        N         0.02         0.018868
Q14         CACM-3187         54        R         0.05         0.037037
Q14         CACM-3192         55        N         0.05         0.036364
Q14         CACM-3195         56        N         0.05         0.035714
Q14         CACM-3202         57        N         0.05         0.035088
Q14         CACM-3203         58        N         0.05         0.034483
Q14         CACM-3204         59        N         0.05         0.033898
Q14         CACM-3146         60        N         0.05         0.033333
Q14         CACM-3148         61        N         0.05         0.032787
Q14         CACM-3149         62        N         0.05         0.032258
Q14         CACM-3150         63        N         0.05         0.031746
Q14         CACM-3160         64        N         0.05         0.031250
Q14         CACM-3163         65        N         0.05         0.030769
Q14         CACM-3164         66        N         0.05         0.030303
Q14         CACM-3165         67        N         0.05         0.029851
Q14         CACM-3175         68        N         0.05         0.029412
Q14         CACM-3176         69        N         0.05         0.028986
Q14         CACM-3177         70        N         0.05         0.028571
Q14         CACM-3184         71        N         0.05         0.028169
Q14         CACM-3192         72        N         0.05         0.027778
Q14         CACM-3198         73        N         0.05         0.027397
Q14         CACM-3200         74        N         0.05         0.027027
Q14         CACM-3202         75        N         0.05         0.026667
Q14         CACM-3204         76        N         0.05         0.026316
Q14         CACM-3151         77        N         0.05         0.025974
Q14         CACM-3152         78        N         0.05         0.025641
Q14         CACM-3164         79        N         0.05         0.025316
Q14         CACM-3166         80        N         0.05         0.025000
Q14         CACM-3170         81        N         0.05         0.024691
Q14         CACM-3174         82        N         0.05         0.024390
Q14         CACM-3180         83        N         0.05         0.024096
Q14         CACM-3201         84        N         0.05         0.023810
Q14         CACM-3154         85        N         0.05         0.023529
Q14         CACM-3163         86        N         0.05         0.023256
Q14         CACM-3182         87        N         0.05         0.022989
Q14         CACM-3147         88        N         0.05         0.022727
Q14         CACM-3148         89        N         0.05         0.022472
Q14         CACM-3166         90        N         0.05         0.022222
Q14         CACM-3173         91        N         0.05         0.021978
Q14         CACM-3200         92        N         0.05         0.021739
Q14         CACM-3152         93        N         0.05         0.021505
Q14         CACM-3165         94        N         0.05         0.021277
Q14         CACM-3182         95        N         0.05         0.021053
Q14         CACM-3150         96        N         0.05         0.020833
Q14         CACM-3199         97        N         0.05         0.020619
Q14         CACM-3157         98        N         0.05         0.020408
Q14         CACM-3153         99        N         0.05         0.020202
Q14         CACM-3160         100       N         0.05         0.020000


QueryID: Q15
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q15         CACM-3153         1         N         0.00         0.000000
Q15         CACM-3155         2         N         0.00         0.000000
Q15         CACM-3156         3         N         0.00         0.000000
Q15         CACM-3157         4         N         0.00         0.000000
Q15         CACM-3158         5         N         0.00         0.000000
Q15         CACM-3159         6         N         0.00         0.000000
Q15         CACM-3161         7         N         0.00         0.000000
Q15         CACM-3162         8         N         0.00         0.000000
Q15         CACM-3164         9         N         0.00         0.000000
Q15         CACM-3165         10        N         0.00         0.000000
Q15         CACM-3166         11        N         0.00         0.000000
Q15         CACM-3168         12        N         0.00         0.000000
Q15         CACM-3169         13        N         0.00         0.000000
Q15         CACM-3170         14        N         0.00         0.000000
Q15         CACM-3173         15        N         0.00         0.000000
Q15         CACM-3174         16        N         0.00         0.000000
Q15         CACM-3175         17        N         0.00         0.000000
Q15         CACM-3177         18        N         0.00         0.000000
Q15         CACM-3179         19        N         0.00         0.000000
Q15         CACM-3180         20        N         0.00         0.000000
Q15         CACM-3181         21        N         0.00         0.000000
Q15         CACM-3182         22        N         0.00         0.000000
Q15         CACM-3183         23        N         0.00         0.000000
Q15         CACM-3184         24        N         0.00         0.000000
Q15         CACM-3185         25        N         0.00         0.000000
Q15         CACM-3187         26        N         0.00         0.000000
Q15         CACM-3188         27        N         0.00         0.000000
Q15         CACM-3189         28        N         0.00         0.000000
Q15         CACM-3190         29        N         0.00         0.000000
Q15         CACM-3191         30        N         0.00         0.000000
Q15         CACM-3192         31        N         0.00         0.000000
Q15         CACM-3193         32        N         0.00         0.000000
Q15         CACM-3194         33        N         0.00         0.000000
Q15         CACM-3195         34        N         0.00         0.000000
Q15         CACM-3196         35        N         0.00         0.000000
Q15         CACM-3197         36        N         0.00         0.000000
Q15         CACM-3199         37        N         0.00         0.000000
Q15         CACM-3202         38        N         0.00         0.000000
Q15         CACM-3203         39        N         0.00         0.000000
Q15         CACM-3156         40        N         0.00         0.000000
Q15         CACM-3157         41        N         0.00         0.000000
Q15         CACM-3158         42        N         0.00         0.000000
Q15         CACM-3160         43        N         0.00         0.000000
Q15         CACM-3162         44        N         0.00         0.000000
Q15         CACM-3165         45        N         0.00         0.000000
Q15         CACM-3166         46        N         0.00         0.000000
Q15         CACM-3167         47        N         0.00         0.000000
Q15         CACM-3171         48        N         0.00         0.000000
Q15         CACM-3177         49        N         0.00         0.000000
Q15         CACM-3179         50        N         0.00         0.000000
Q15         CACM-3180         51        N         0.00         0.000000
Q15         CACM-3181         52        N         0.00         0.000000
Q15         CACM-3183         53        N         0.00         0.000000
Q15         CACM-3185         54        N         0.00         0.000000
Q15         CACM-3187         55        N         0.00         0.000000
Q15         CACM-3192         56        N         0.00         0.000000
Q15         CACM-3193         57        N         0.00         0.000000
Q15         CACM-3195         58        N         0.00         0.000000
Q15         CACM-3198         59        N         0.00         0.000000
Q15         CACM-3200         60        N         0.00         0.000000
Q15         CACM-3203         61        N         0.00         0.000000
Q15         CACM-3204         62        N         0.00         0.000000
Q15         CACM-3153         63        N         0.00         0.000000
Q15         CACM-3163         64        N         0.00         0.000000
Q15         CACM-3164         65        N         0.00         0.000000
Q15         CACM-3167         66        N         0.00         0.000000
Q15         CACM-3170         67        N         0.00         0.000000
Q15         CACM-3175         68        N         0.00         0.000000
Q15         CACM-3176         69        N         0.00         0.000000
Q15         CACM-3177         70        N         0.00         0.000000
Q15         CACM-3184         71        N         0.00         0.000000
Q15         CACM-3190         72        N         0.00         0.000000
Q15         CACM-3192         73        N         0.00         0.000000
Q15         CACM-3198         74        N         0.00         0.000000
Q15         CACM-3201         75        N         0.00         0.000000
Q15         CACM-3202         76        N         0.00         0.000000
Q15         CACM-3160         77        N         0.00         0.000000
Q15         CACM-3164         78        N         0.00         0.000000
Q15         CACM-3170         79        N         0.00         0.000000
Q15         CACM-3174         80        N         0.00         0.000000
Q15         CACM-3180         81        N         0.00         0.000000
Q15         CACM-3201         82        N         0.00         0.000000
Q15         CACM-3153         83        N         0.00         0.000000
Q15         CACM-3154         84        N         0.00         0.000000
Q15         CACM-3163         85        N         0.00         0.000000
Q15         CACM-3188         86        N         0.00         0.000000
Q15         CACM-3199         87        N         0.00         0.000000
Q15         CACM-3202         88        N         0.00         0.000000
Q15         CACM-3160         89        N         0.00         0.000000
Q15         CACM-3166         90        N         0.00         0.000000
Q15         CACM-3173         91        N         0.00         0.000000
Q15         CACM-3200         92        N         0.00         0.000000
Q15         CACM-3152         93        N         0.00         0.000000
Q15         CACM-3165         94        N         0.00         0.000000
Q15         CACM-3182         95        N         0.00         0.000000
Q15         CACM-3182         96        N         0.00         0.000000
Q15         CACM-3199         97        N         0.00         0.000000
Q15         CACM-3157         98        N         0.00         0.000000
Q15         CACM-3153         99        N         0.00         0.000000
Q15         CACM-3160         100       N         0.00         0.000000


QueryID: Q16
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q16         CACM-3159         1         N         0.00         0.000000
Q16         CACM-3160         2         N         0.00         0.000000
Q16         CACM-3161         3         N         0.00         0.000000
Q16         CACM-3162         4         N         0.00         0.000000
Q16         CACM-3164         5         N         0.00         0.000000
Q16         CACM-3165         6         N         0.00         0.000000
Q16         CACM-3166         7         N         0.00         0.000000
Q16         CACM-3167         8         N         0.00         0.000000
Q16         CACM-3168         9         N         0.00         0.000000
Q16         CACM-3169         10        N         0.00         0.000000
Q16         CACM-3170         11        N         0.00         0.000000
Q16         CACM-3171         12        N         0.00         0.000000
Q16         CACM-3173         13        N         0.00         0.000000
Q16         CACM-3174         14        N         0.00         0.000000
Q16         CACM-3175         15        N         0.00         0.000000
Q16         CACM-3177         16        N         0.00         0.000000
Q16         CACM-3179         17        N         0.00         0.000000
Q16         CACM-3180         18        N         0.00         0.000000
Q16         CACM-3182         19        N         0.00         0.000000
Q16         CACM-3183         20        N         0.00         0.000000
Q16         CACM-3184         21        N         0.00         0.000000
Q16         CACM-3185         22        N         0.00         0.000000
Q16         CACM-3187         23        N         0.00         0.000000
Q16         CACM-3188         24        N         0.00         0.000000
Q16         CACM-3189         25        N         0.00         0.000000
Q16         CACM-3190         26        N         0.00         0.000000
Q16         CACM-3191         27        N         0.00         0.000000
Q16         CACM-3192         28        N         0.00         0.000000
Q16         CACM-3193         29        N         0.00         0.000000
Q16         CACM-3194         30        N         0.00         0.000000
Q16         CACM-3195         31        N         0.00         0.000000
Q16         CACM-3196         32        N         0.00         0.000000
Q16         CACM-3197         33        N         0.00         0.000000
Q16         CACM-3198         34        N         0.00         0.000000
Q16         CACM-3199         35        N         0.00         0.000000
Q16         CACM-3202         36        N         0.00         0.000000
Q16         CACM-3203         37        N         0.00         0.000000
Q16         CACM-3204         38        N         0.00         0.000000
Q16         CACM-3160         39        N         0.00         0.000000
Q16         CACM-3162         40        N         0.00         0.000000
Q16         CACM-3165         41        N         0.00         0.000000
Q16         CACM-3166         42        N         0.00         0.000000
Q16         CACM-3167         43        N         0.00         0.000000
Q16         CACM-3171         44        N         0.00         0.000000
Q16         CACM-3176         45        N         0.00         0.000000
Q16         CACM-3177         46        N         0.00         0.000000
Q16         CACM-3179         47        N         0.00         0.000000
Q16         CACM-3180         48        N         0.00         0.000000
Q16         CACM-3181         49        N         0.00         0.000000
Q16         CACM-3182         50        N         0.00         0.000000
Q16         CACM-3183         51        N         0.00         0.000000
Q16         CACM-3185         52        N         0.00         0.000000
Q16         CACM-3187         53        N         0.00         0.000000
Q16         CACM-3190         54        N         0.00         0.000000
Q16         CACM-3192         55        N         0.00         0.000000
Q16         CACM-3193         56        N         0.00         0.000000
Q16         CACM-3195         57        N         0.00         0.000000
Q16         CACM-3198         58        N         0.00         0.000000
Q16         CACM-3200         59        N         0.00         0.000000
Q16         CACM-3203         60        N         0.00         0.000000
Q16         CACM-3204         61        N         0.00         0.000000
Q16         CACM-3163         62        N         0.00         0.000000
Q16         CACM-3164         63        N         0.00         0.000000
Q16         CACM-3167         64        N         0.00         0.000000
Q16         CACM-3170         65        N         0.00         0.000000
Q16         CACM-3175         66        N         0.00         0.000000
Q16         CACM-3176         67        N         0.00         0.000000
Q16         CACM-3177         68        N         0.00         0.000000
Q16         CACM-3179         69        N         0.00         0.000000
Q16         CACM-3184         70        N         0.00         0.000000
Q16         CACM-3190         71        N         0.00         0.000000
Q16         CACM-3192         72        N         0.00         0.000000
Q16         CACM-3197         73        N         0.00         0.000000
Q16         CACM-3198         74        N         0.00         0.000000
Q16         CACM-3201         75        N         0.00         0.000000
Q16         CACM-3202         76        N         0.00         0.000000
Q16         CACM-3160         77        N         0.00         0.000000
Q16         CACM-3164         78        N         0.00         0.000000
Q16         CACM-3170         79        N         0.00         0.000000
Q16         CACM-3174         80        N         0.00         0.000000
Q16         CACM-3175         81        N         0.00         0.000000
Q16         CACM-3180         82        N         0.00         0.000000
Q16         CACM-3201         83        N         0.00         0.000000
Q16         CACM-3202         84        N         0.00         0.000000
Q16         CACM-3163         85        N         0.00         0.000000
Q16         CACM-3188         86        N         0.00         0.000000
Q16         CACM-3195         87        N         0.00         0.000000
Q16         CACM-3199         88        N         0.00         0.000000
Q16         CACM-3202         89        N         0.00         0.000000
Q16         CACM-3160         90        N         0.00         0.000000
Q16         CACM-3163         91        N         0.00         0.000000
Q16         CACM-3166         92        N         0.00         0.000000
Q16         CACM-3173         93        N         0.00         0.000000
Q16         CACM-3200         94        N         0.00         0.000000
Q16         CACM-3160         95        N         0.00         0.000000
Q16         CACM-3165         96        N         0.00         0.000000
Q16         CACM-3182         97        N         0.00         0.000000
Q16         CACM-3182         98        N         0.00         0.000000
Q16         CACM-3199         99        N         0.00         0.000000
Q16         CACM-3160         100       N         0.00         0.000000


QueryID: Q17
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q17         CACM-3144         1         N         0.00         0.000000
Q17         CACM-3150         2         N         0.00         0.000000
Q17         CACM-3155         3         N         0.00         0.000000
Q17         CACM-3158         4         N         0.00         0.000000
Q17         CACM-3159         5         N         0.00         0.000000
Q17         CACM-3165         6         N         0.00         0.000000
Q17         CACM-3166         7         N         0.00         0.000000
Q17         CACM-3168         8         N         0.00         0.000000
Q17         CACM-3169         9         N         0.00         0.000000
Q17         CACM-3171         10        N         0.00         0.000000
Q17         CACM-3173         11        N         0.00         0.000000
Q17         CACM-3174         12        N         0.00         0.000000
Q17         CACM-3175         13        N         0.00         0.000000
Q17         CACM-3179         14        N         0.00         0.000000
Q17         CACM-3183         15        N         0.00         0.000000
Q17         CACM-3185         16        N         0.00         0.000000
Q17         CACM-3187         17        N         0.00         0.000000
Q17         CACM-3188         18        N         0.00         0.000000
Q17         CACM-3189         19        N         0.00         0.000000
Q17         CACM-3190         20        N         0.00         0.000000
Q17         CACM-3191         21        N         0.00         0.000000
Q17         CACM-3193         22        N         0.00         0.000000
Q17         CACM-3194         23        N         0.00         0.000000
Q17         CACM-3195         24        N         0.00         0.000000
Q17         CACM-3196         25        N         0.00         0.000000
Q17         CACM-3197         26        N         0.00         0.000000
Q17         CACM-3201         27        N         0.00         0.000000
Q17         CACM-3203         28        N         0.00         0.000000
Q17         CACM-3152         29        N         0.00         0.000000
Q17         CACM-3156         30        N         0.00         0.000000
Q17         CACM-3157         31        N         0.00         0.000000
Q17         CACM-3158         32        N         0.00         0.000000
Q17         CACM-3162         33        N         0.00         0.000000
Q17         CACM-3167         34        N         0.00         0.000000
Q17         CACM-3171         35        N         0.00         0.000000
Q17         CACM-3173         36        N         0.00         0.000000
Q17         CACM-3175         37        N         0.00         0.000000
Q17         CACM-3177         38        N         0.00         0.000000
Q17         CACM-3179         39        N         0.00         0.000000
Q17         CACM-3180         40        N         0.00         0.000000
Q17         CACM-3181         41        N         0.00         0.000000
Q17         CACM-3183         42        N         0.00         0.000000
Q17         CACM-3185         43        N         0.00         0.000000
Q17         CACM-3187         44        N         0.00         0.000000
Q17         CACM-3192         45        N         0.00         0.000000
Q17         CACM-3193         46        N         0.00         0.000000
Q17         CACM-3195         47        N         0.00         0.000000
Q17         CACM-3200         48        N         0.00         0.000000
Q17         CACM-3203         49        N         0.00         0.000000
Q17         CACM-3204         50        N         0.00         0.000000
Q17         CACM-3144         51        N         0.00         0.000000
Q17         CACM-3145         52        N         0.00         0.000000
Q17         CACM-3146         53        N         0.00         0.000000
Q17         CACM-3148         54        N         0.00         0.000000
Q17         CACM-3149         55        N         0.00         0.000000
Q17         CACM-3163         56        N         0.00         0.000000
Q17         CACM-3164         57        N         0.00         0.000000
Q17         CACM-3167         58        N         0.00         0.000000
Q17         CACM-3170         59        N         0.00         0.000000
Q17         CACM-3175         60        N         0.00         0.000000
Q17         CACM-3176         61        N         0.00         0.000000
Q17         CACM-3177         62        N         0.00         0.000000
Q17         CACM-3184         63        N         0.00         0.000000
Q17         CACM-3190         64        N         0.00         0.000000
Q17         CACM-3192         65        N         0.00         0.000000
Q17         CACM-3198         66        N         0.00         0.000000
Q17         CACM-3201         67        N         0.00         0.000000
Q17         CACM-3202         68        N         0.00         0.000000
Q17         CACM-3142         69        N         0.00         0.000000
Q17         CACM-3144         70        N         0.00         0.000000
Q17         CACM-3151         71        N         0.00         0.000000
Q17         CACM-3164         72        N         0.00         0.000000
Q17         CACM-3170         73        N         0.00         0.000000
Q17         CACM-3174         74        N         0.00         0.000000
Q17         CACM-3180         75        N         0.00         0.000000
Q17         CACM-3201         76        N         0.00         0.000000
Q17         CACM-3143         77        N         0.00         0.000000
Q17         CACM-3150         78        N         0.00         0.000000
Q17         CACM-3153         79        N         0.00         0.000000
Q17         CACM-3154         80        N         0.00         0.000000
Q17         CACM-3163         81        N         0.00         0.000000
Q17         CACM-3188         82        N         0.00         0.000000
Q17         CACM-3199         83        N         0.00         0.000000
Q17         CACM-3202         84        N         0.00         0.000000
Q17         CACM-3145         85        N         0.00         0.000000
Q17         CACM-3147         86        N         0.00         0.000000
Q17         CACM-3148         87        N         0.00         0.000000
Q17         CACM-3160         88        N         0.00         0.000000
Q17         CACM-3166         89        N         0.00         0.000000
Q17         CACM-3173         90        N         0.00         0.000000
Q17         CACM-3200         91        N         0.00         0.000000
Q17         CACM-3152         92        N         0.00         0.000000
Q17         CACM-3165         93        N         0.00         0.000000
Q17         CACM-3182         94        N         0.00         0.000000
Q17         CACM-3150         95        N         0.00         0.000000
Q17         CACM-3182         96        N         0.00         0.000000
Q17         CACM-3199         97        N         0.00         0.000000
Q17         CACM-3157         98        N         0.00         0.000000
Q17         CACM-3153         99        N         0.00         0.000000
Q17         CACM-3160         100       N         0.00         0.000000


QueryID: Q18
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q18         CACM-3136         1         N         0.00         0.000000
Q18         CACM-3137         2         N         0.00         0.000000
Q18         CACM-3139         3         N         0.00         0.000000
Q18         CACM-3141         4         N         0.00         0.000000
Q18         CACM-3142         5         N         0.00         0.000000
Q18         CACM-3144         6         N         0.00         0.000000
Q18         CACM-3148         7         N         0.00         0.000000
Q18         CACM-3150         8         N         0.00         0.000000
Q18         CACM-3153         9         N         0.00         0.000000
Q18         CACM-3157         10        N         0.00         0.000000
Q18         CACM-3159         11        N         0.00         0.000000
Q18         CACM-3165         12        N         0.00         0.000000
Q18         CACM-3166         13        N         0.00         0.000000
Q18         CACM-3167         14        N         0.00         0.000000
Q18         CACM-3170         15        N         0.00         0.000000
Q18         CACM-3171         16        N         0.00         0.000000
Q18         CACM-3172         17        N         0.00         0.000000
Q18         CACM-3173         18        N         0.00         0.000000
Q18         CACM-3174         19        N         0.00         0.000000
Q18         CACM-3175         20        N         0.00         0.000000
Q18         CACM-3177         21        N         0.00         0.000000
Q18         CACM-3179         22        N         0.00         0.000000
Q18         CACM-3185         23        N         0.00         0.000000
Q18         CACM-3187         24        N         0.00         0.000000
Q18         CACM-3188         25        N         0.00         0.000000
Q18         CACM-3189         26        N         0.00         0.000000
Q18         CACM-3191         27        N         0.00         0.000000
Q18         CACM-3193         28        N         0.00         0.000000
Q18         CACM-3194         29        N         0.00         0.000000
Q18         CACM-3195         30        N         0.00         0.000000
Q18         CACM-3196         31        N         0.00         0.000000
Q18         CACM-3197         32        N         0.00         0.000000
Q18         CACM-3198         33        N         0.00         0.000000
Q18         CACM-3201         34        N         0.00         0.000000
Q18         CACM-3136         35        N         0.00         0.000000
Q18         CACM-3141         36        N         0.00         0.000000
Q18         CACM-3143         37        N         0.00         0.000000
Q18         CACM-3145         38        N         0.00         0.000000
Q18         CACM-3148         39        N         0.00         0.000000
Q18         CACM-3149         40        N         0.00         0.000000
Q18         CACM-3151         41        N         0.00         0.000000
Q18         CACM-3152         42        N         0.00         0.000000
Q18         CACM-3156         43        N         0.00         0.000000
Q18         CACM-3157         44        N         0.00         0.000000
Q18         CACM-3158         45        N         0.00         0.000000
Q18         CACM-3164         46        N         0.00         0.000000
Q18         CACM-3171         47        N         0.00         0.000000
Q18         CACM-3173         48        N         0.00         0.000000
Q18         CACM-3175         49        N         0.00         0.000000
Q18         CACM-3177         50        N         0.00         0.000000
Q18         CACM-3180         51        N         0.00         0.000000
Q18         CACM-3181         52        N         0.00         0.000000
Q18         CACM-3183         53        N         0.00         0.000000
Q18         CACM-3184         54        N         0.00         0.000000
Q18         CACM-3185         55        N         0.00         0.000000
Q18         CACM-3193         56        N         0.00         0.000000
Q18         CACM-3200         57        N         0.00         0.000000
