##########################################################################################
############################# Effectiveness Evaluation for 9 #############################
##########################################################################################

Evaluation Measures:
MAP: 0.01
MRR: 0.01
--------------------------------------------------------------------------------

QueryID: Q1
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
Q14         CACM-3180         1         N         0.00         0.000000
Q14         CACM-3181         2         N         0.00         0.000000
Q14         CACM-3182         3         N         0.00         0.000000
Q14         CACM-3182         4         N         0.00         0.000000
Q14         CACM-3183         5         N         0.00         0.000000
Q14         CACM-3184         6         N         0.00         0.000000
Q14         CACM-3184         7         N         0.00         0.000000
Q14         CACM-3185         8         N         0.00         0.000000
Q14         CACM-3187         9         R         0.02         0.111111
Q14         CACM-3187         10        R         0.05         0.200000
Q14         CACM-3188         11        N         0.05         0.181818
Q14         CACM-3189         12        N         0.05         0.166667
Q14         CACM-3190         13        N         0.05         0.153846
Q14         CACM-3191         14        N         0.05         0.142857
Q14         CACM-3192         15        N         0.05         0.133333
Q14         CACM-3192         16        N         0.05         0.125000
Q14         CACM-3193         17        N         0.05         0.117647
Q14         CACM-3194         18        N         0.05         0.111111
Q14         CACM-3195         19        N         0.05         0.105263
Q14         CACM-3196         20        N         0.05         0.100000
Q14         CACM-3197         21        N         0.05         0.095238
Q14         CACM-3198         22        N         0.05         0.090909
Q14         CACM-3198         23        N         0.05         0.086957
Q14         CACM-3199         24        N         0.05         0.083333
Q14         CACM-3199         25        N         0.05         0.080000
Q14         CACM-3200         26        N         0.05         0.076923
Q14         CACM-3200         27        N         0.05         0.074074
Q14         CACM-3201         28        N         0.05         0.071429
Q14         CACM-3201         29        N         0.05         0.068966
Q14         CACM-3202         30        N         0.05         0.066667
Q14         CACM-3202         31        N         0.05         0.064516
Q14         CACM-3202         32        N         0.05         0.062500
Q14         CACM-3203         33        N         0.05         0.060606
Q14         CACM-3203         34        N         0.05         0.058824
Q14         CACM-3204         35        N         0.05         0.057143
Q14         CACM-3204         36        N         0.05         0.055556
Q14         CACM-3166         37        N         0.05         0.054054
Q14         CACM-3166         38        N         0.05         0.052632
Q14         CACM-3166         39        N         0.05         0.051282
Q14         CACM-3167         40        N         0.05         0.050000
Q14         CACM-3167         41        N         0.05         0.048780
Q14         CACM-3168         42        N         0.05         0.047619
Q14         CACM-3169         43        N         0.05         0.046512
Q14         CACM-3169         44        N         0.05         0.045455
Q14         CACM-3170         45        N         0.05         0.044444
Q14         CACM-3170         46        N         0.05         0.043478
Q14         CACM-3171         47        N         0.05         0.042553
Q14         CACM-3171         48        N         0.05         0.041667
Q14         CACM-3172         49        N         0.05         0.040816
Q14         CACM-3173         50        N         0.05         0.040000
Q14         CACM-3174         51        N         0.05         0.039216
Q14         CACM-3175         52        N         0.05         0.038462
Q14         CACM-3175         53        N         0.05         0.037736
Q14         CACM-3176         54        N         0.05         0.037037
Q14         CACM-3177         55        N         0.05         0.036364
Q14         CACM-3177         56        N         0.05         0.035714
Q14         CACM-3177         57        N         0.05         0.035088
Q14         CACM-3179         58        N         0.05         0.034483
Q14         CACM-3179         59        N         0.05         0.033898
Q14         CACM-3157         60        N         0.05         0.033333
Q14         CACM-3158         61        N         0.05         0.032787
Q14         CACM-3158         62        N         0.05         0.032258
Q14         CACM-3160         63        N         0.05         0.031746
Q14         CACM-3160         64        N         0.05         0.031250
Q14         CACM-3160         65        N         0.05         0.030769
Q14         CACM-3162         66        N         0.05         0.030303
Q14         CACM-3163         67        N         0.05         0.029851
Q14         CACM-3163         68        N         0.05         0.029412
Q14         CACM-3163         69        N         0.05         0.028986
Q14         CACM-3164         70        N         0.05         0.028571
Q14         CACM-3164         71        N         0.05         0.028169
Q14         CACM-3164         72        N         0.05         0.027778
Q14         CACM-3164         73        N         0.05         0.027397
Q14         CACM-3165         74        N         0.05         0.027027
Q14         CACM-3165         75        N         0.05         0.026667
Q14         CACM-3165         76        N         0.05         0.026316
Q14         CACM-3153         77        N         0.05         0.025974
Q14         CACM-3153         78        N         0.05         0.025641
Q14         CACM-3154         79        N         0.05         0.025316
Q14         CACM-3155         80        N         0.05         0.025000
Q14         CACM-3156         81        N         0.05         0.024691
Q14         CACM-3156         82        N         0.05         0.024390
Q14         CACM-3157         83        N         0.05         0.024096
Q14         CACM-3157         84        N         0.05         0.023810
Q14         CACM-3152         85        N         0.05         0.023529
Q14         CACM-3152         86        N         0.05         0.023256
Q14         CACM-3153         87        N         0.05         0.022989
Q14         CACM-3150         88        N         0.05         0.022727
Q14         CACM-3151         89        N         0.05         0.022472
Q14         CACM-3151         90        N         0.05         0.022222
Q14         CACM-3151         91        N         0.05         0.021978
Q14         CACM-3152         92        N         0.05         0.021739
Q14         CACM-3149         93        N         0.05         0.021505
Q14         CACM-3150         94        N         0.05         0.021277
Q14         CACM-3150         95        N         0.05         0.021053
Q14         CACM-3149         96        N         0.05         0.020833
Q14         CACM-3148         97        N         0.05         0.020619
Q14         CACM-3148         98        N         0.05         0.020408
Q14         CACM-3147         99        N         0.05         0.020202
Q14         CACM-3146         100       N         0.05         0.020000


QueryID: Q15
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q15         CACM-3183         1         N         0.00         0.000000
Q15         CACM-3183         2         N         0.00         0.000000
Q15         CACM-3184         3         N         0.00         0.000000
Q15         CACM-3184         4         N         0.00         0.000000
Q15         CACM-3185         5         N         0.00         0.000000
Q15         CACM-3185         6         N         0.00         0.000000
Q15         CACM-3187         7         N         0.00         0.000000
Q15         CACM-3187         8         N         0.00         0.000000
Q15         CACM-3188         9         N         0.00         0.000000
Q15         CACM-3188         10        N         0.00         0.000000
Q15         CACM-3189         11        N         0.00         0.000000
Q15         CACM-3190         12        N         0.00         0.000000
Q15         CACM-3190         13        N         0.00         0.000000
Q15         CACM-3191         14        N         0.00         0.000000
Q15         CACM-3192         15        N         0.00         0.000000
Q15         CACM-3192         16        N         0.00         0.000000
Q15         CACM-3192         17        N         0.00         0.000000
Q15         CACM-3193         18        N         0.00         0.000000
Q15         CACM-3193         19        N         0.00         0.000000
Q15         CACM-3194         20        N         0.00         0.000000
Q15         CACM-3195         21        N         0.00         0.000000
Q15         CACM-3195         22        N         0.00         0.000000
Q15         CACM-3196         23        N         0.00         0.000000
Q15         CACM-3197         24        N         0.00         0.000000
Q15         CACM-3198         25        N         0.00         0.000000
Q15         CACM-3198         26        N         0.00         0.000000
Q15         CACM-3199         27        N         0.00         0.000000
Q15         CACM-3199         28        N         0.00         0.000000
Q15         CACM-3199         29        N         0.00         0.000000
Q15         CACM-3200         30        N         0.00         0.000000
Q15         CACM-3200         31        N         0.00         0.000000
Q15         CACM-3201         32        N         0.00         0.000000
Q15         CACM-3201         33        N         0.00         0.000000
Q15         CACM-3202         34        N         0.00         0.000000
Q15         CACM-3202         35        N         0.00         0.000000
Q15         CACM-3202         36        N         0.00         0.000000
Q15         CACM-3203         37        N         0.00         0.000000
Q15         CACM-3203         38        N         0.00         0.000000
Q15         CACM-3204         39        N         0.00         0.000000
Q15         CACM-3170         40        N         0.00         0.000000
Q15         CACM-3170         41        N         0.00         0.000000
Q15         CACM-3171         42        N         0.00         0.000000
Q15         CACM-3173         43        N         0.00         0.000000
Q15         CACM-3173         44        N         0.00         0.000000
Q15         CACM-3174         45        N         0.00         0.000000
Q15         CACM-3174         46        N         0.00         0.000000
Q15         CACM-3175         47        N         0.00         0.000000
Q15         CACM-3175         48        N         0.00         0.000000
Q15         CACM-3176         49        N         0.00         0.000000
Q15         CACM-3177         50        N         0.00         0.000000
Q15         CACM-3177         51        N         0.00         0.000000
Q15         CACM-3177         52        N         0.00         0.000000
Q15         CACM-3179         53        N         0.00         0.000000
Q15         CACM-3179         54        N         0.00         0.000000
Q15         CACM-3180         55        N         0.00         0.000000
Q15         CACM-3180         56        N         0.00         0.000000
Q15         CACM-3180         57        N         0.00         0.000000
Q15         CACM-3181         58        N         0.00         0.000000
Q15         CACM-3181         59        N         0.00         0.000000
Q15         CACM-3182         60        N         0.00         0.000000
Q15         CACM-3182         61        N         0.00         0.000000
Q15         CACM-3182         62        N         0.00         0.000000
Q15         CACM-3164         63        N         0.00         0.000000
Q15         CACM-3164         64        N         0.00         0.000000
Q15         CACM-3164         65        N         0.00         0.000000
Q15         CACM-3165         66        N         0.00         0.000000
Q15         CACM-3165         67        N         0.00         0.000000
Q15         CACM-3165         68        N         0.00         0.000000
Q15         CACM-3166         69        N         0.00         0.000000
Q15         CACM-3166         70        N         0.00         0.000000
Q15         CACM-3166         71        N         0.00         0.000000
Q15         CACM-3167         72        N         0.00         0.000000
Q15         CACM-3167         73        N         0.00         0.000000
Q15         CACM-3168         74        N         0.00         0.000000
Q15         CACM-3169         75        N         0.00         0.000000
Q15         CACM-3170         76        N         0.00         0.000000
Q15         CACM-3160         77        N         0.00         0.000000
Q15         CACM-3161         78        N         0.00         0.000000
Q15         CACM-3162         79        N         0.00         0.000000
Q15         CACM-3162         80        N         0.00         0.000000
Q15         CACM-3163         81        N         0.00         0.000000
Q15         CACM-3163         82        N         0.00         0.000000
Q15         CACM-3158         83        N         0.00         0.000000
Q15         CACM-3158         84        N         0.00         0.000000
Q15         CACM-3159         85        N         0.00         0.000000
Q15         CACM-3160         86        N         0.00         0.000000
Q15         CACM-3160         87        N         0.00         0.000000
Q15         CACM-3160         88        N         0.00         0.000000
Q15         CACM-3156         89        N         0.00         0.000000
Q15         CACM-3157         90        N         0.00         0.000000
Q15         CACM-3157         91        N         0.00         0.000000
Q15         CACM-3157         92        N         0.00         0.000000
Q15         CACM-3154         93        N         0.00         0.000000
Q15         CACM-3155         94        N         0.00         0.000000
Q15         CACM-3156         95        N         0.00         0.000000
Q15         CACM-3153         96        N         0.00         0.000000
Q15         CACM-3153         97        N         0.00         0.000000
Q15         CACM-3153         98        N         0.00         0.000000
Q15         CACM-3153         99        N         0.00         0.000000
Q15         CACM-3152         100       N         0.00         0.000000


QueryID: Q16
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q16         CACM-3187         1         N         0.00         0.000000
Q16         CACM-3188         2         N         0.00         0.000000
Q16         CACM-3188         3         N         0.00         0.000000
Q16         CACM-3189         4         N         0.00         0.000000
Q16         CACM-3190         5         N         0.00         0.000000
Q16         CACM-3190         6         N         0.00         0.000000
Q16         CACM-3190         7         N         0.00         0.000000
Q16         CACM-3191         8         N         0.00         0.000000
Q16         CACM-3192         9         N         0.00         0.000000
Q16         CACM-3192         10        N         0.00         0.000000
Q16         CACM-3192         11        N         0.00         0.000000
Q16         CACM-3193         12        N         0.00         0.000000
Q16         CACM-3193         13        N         0.00         0.000000
Q16         CACM-3194         14        N         0.00         0.000000
Q16         CACM-3195         15        N         0.00         0.000000
Q16         CACM-3195         16        N         0.00         0.000000
Q16         CACM-3195         17        N         0.00         0.000000
Q16         CACM-3196         18        N         0.00         0.000000
Q16         CACM-3197         19        N         0.00         0.000000
Q16         CACM-3197         20        N         0.00         0.000000
Q16         CACM-3198         21        N         0.00         0.000000
Q16         CACM-3198         22        N         0.00         0.000000
Q16         CACM-3198         23        N         0.00         0.000000
Q16         CACM-3199         24        N         0.00         0.000000
Q16         CACM-3199         25        N         0.00         0.000000
Q16         CACM-3199         26        N         0.00         0.000000
Q16         CACM-3200         27        N         0.00         0.000000
Q16         CACM-3200         28        N         0.00         0.000000
Q16         CACM-3201         29        N         0.00         0.000000
Q16         CACM-3201         30        N         0.00         0.000000
Q16         CACM-3202         31        N         0.00         0.000000
Q16         CACM-3202         32        N         0.00         0.000000
Q16         CACM-3202         33        N         0.00         0.000000
Q16         CACM-3202         34        N         0.00         0.000000
Q16         CACM-3203         35        N         0.00         0.000000
Q16         CACM-3203         36        N         0.00         0.000000
Q16         CACM-3204         37        N         0.00         0.000000
Q16         CACM-3204         38        N         0.00         0.000000
Q16         CACM-3176         39        N         0.00         0.000000
Q16         CACM-3176         40        N         0.00         0.000000
Q16         CACM-3177         41        N         0.00         0.000000
Q16         CACM-3177         42        N         0.00         0.000000
Q16         CACM-3177         43        N         0.00         0.000000
Q16         CACM-3179         44        N         0.00         0.000000
Q16         CACM-3179         45        N         0.00         0.000000
Q16         CACM-3179         46        N         0.00         0.000000
Q16         CACM-3180         47        N         0.00         0.000000
Q16         CACM-3180         48        N         0.00         0.000000
Q16         CACM-3180         49        N         0.00         0.000000
Q16         CACM-3181         50        N         0.00         0.000000
Q16         CACM-3182         51        N         0.00         0.000000
Q16         CACM-3182         52        N         0.00         0.000000
Q16         CACM-3182         53        N         0.00         0.000000
Q16         CACM-3182         54        N         0.00         0.000000
Q16         CACM-3183         55        N         0.00         0.000000
Q16         CACM-3183         56        N         0.00         0.000000
Q16         CACM-3184         57        N         0.00         0.000000
Q16         CACM-3184         58        N         0.00         0.000000
Q16         CACM-3185         59        N         0.00         0.000000
Q16         CACM-3185         60        N         0.00         0.000000
Q16         CACM-3187         61        N         0.00         0.000000
Q16         CACM-3167         62        N         0.00         0.000000
Q16         CACM-3168         63        N         0.00         0.000000
Q16         CACM-3169         64        N         0.00         0.000000
Q16         CACM-3170         65        N         0.00         0.000000
Q16         CACM-3170         66        N         0.00         0.000000
Q16         CACM-3170         67        N         0.00         0.000000
Q16         CACM-3171         68        N         0.00         0.000000
Q16         CACM-3171         69        N         0.00         0.000000
Q16         CACM-3173         70        N         0.00         0.000000
Q16         CACM-3173         71        N         0.00         0.000000
Q16         CACM-3174         72        N         0.00         0.000000
Q16         CACM-3174         73        N         0.00         0.000000
Q16         CACM-3175         74        N         0.00         0.000000
Q16         CACM-3175         75        N         0.00         0.000000
Q16         CACM-3175         76        N         0.00         0.000000
Q16         CACM-3165         77        N         0.00         0.000000
Q16         CACM-3165         78        N         0.00         0.000000
Q16         CACM-3165         79        N         0.00         0.000000
Q16         CACM-3166         80        N         0.00         0.000000
Q16         CACM-3166         81        N         0.00         0.000000
Q16         CACM-3166         82        N         0.00         0.000000
Q16         CACM-3167         83        N         0.00         0.000000
Q16         CACM-3167         84        N         0.00         0.000000
Q16         CACM-3163         85        N         0.00         0.000000
Q16         CACM-3163         86        N         0.00         0.000000
Q16         CACM-3164         87        N         0.00         0.000000
Q16         CACM-3164         88        N         0.00         0.000000
Q16         CACM-3164         89        N         0.00         0.000000
Q16         CACM-3160         90        N         0.00         0.000000
Q16         CACM-3161         91        N         0.00         0.000000
Q16         CACM-3162         92        N         0.00         0.000000
Q16         CACM-3162         93        N         0.00         0.000000
Q16         CACM-3163         94        N         0.00         0.000000
Q16         CACM-3160         95        N         0.00         0.000000
Q16         CACM-3160         96        N         0.00         0.000000
Q16         CACM-3160         97        N         0.00         0.000000
Q16         CACM-3160         98        N         0.00         0.000000
Q16         CACM-3160         99        N         0.00         0.000000
Q16         CACM-3159         100       N         0.00         0.000000


QueryID: Q17
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q17         CACM-3188         1         N         0.00         0.000000
Q17         CACM-3188         2         N         0.00         0.000000
Q17         CACM-3189         3         N         0.00         0.000000
Q17         CACM-3190         4         N         0.00         0.000000
Q17         CACM-3190         5         N         0.00         0.000000
Q17         CACM-3191         6         N         0.00         0.000000
Q17         CACM-3192         7         N         0.00         0.000000
Q17         CACM-3192         8         N         0.00         0.000000
Q17         CACM-3193         9         N         0.00         0.000000
Q17         CACM-3193         10        N         0.00         0.000000
Q17         CACM-3194         11        N         0.00         0.000000
Q17         CACM-3195         12        N         0.00         0.000000
Q17         CACM-3195         13        N         0.00         0.000000
Q17         CACM-3196         14        N         0.00         0.000000
Q17         CACM-3197         15        N         0.00         0.000000
Q17         CACM-3198         16        N         0.00         0.000000
Q17         CACM-3199         17        N         0.00         0.000000
Q17         CACM-3199         18        N         0.00         0.000000
Q17         CACM-3200         19        N         0.00         0.000000
Q17         CACM-3200         20        N         0.00         0.000000
Q17         CACM-3201         21        N         0.00         0.000000
Q17         CACM-3201         22        N         0.00         0.000000
Q17         CACM-3201         23        N         0.00         0.000000
Q17         CACM-3202         24        N         0.00         0.000000
Q17         CACM-3202         25        N         0.00         0.000000
Q17         CACM-3203         26        N         0.00         0.000000
Q17         CACM-3203         27        N         0.00         0.000000
Q17         CACM-3204         28        N         0.00         0.000000
Q17         CACM-3174         29        N         0.00         0.000000
Q17         CACM-3174         30        N         0.00         0.000000
Q17         CACM-3175         31        N         0.00         0.000000
Q17         CACM-3175         32        N         0.00         0.000000
Q17         CACM-3175         33        N         0.00         0.000000
Q17         CACM-3176         34        N         0.00         0.000000
Q17         CACM-3177         35        N         0.00         0.000000
Q17         CACM-3177         36        N         0.00         0.000000
Q17         CACM-3179         37        N         0.00         0.000000
Q17         CACM-3179         38        N         0.00         0.000000
Q17         CACM-3180         39        N         0.00         0.000000
Q17         CACM-3180         40        N         0.00         0.000000
Q17         CACM-3181         41        N         0.00         0.000000
Q17         CACM-3182         42        N         0.00         0.000000
Q17         CACM-3182         43        N         0.00         0.000000
Q17         CACM-3183         44        N         0.00         0.000000
Q17         CACM-3183         45        N         0.00         0.000000
Q17         CACM-3184         46        N         0.00         0.000000
Q17         CACM-3185         47        N         0.00         0.000000
Q17         CACM-3185         48        N         0.00         0.000000
Q17         CACM-3187         49        N         0.00         0.000000
Q17         CACM-3187         50        N         0.00         0.000000
Q17         CACM-3163         51        N         0.00         0.000000
Q17         CACM-3164         52        N         0.00         0.000000
Q17         CACM-3164         53        N         0.00         0.000000
Q17         CACM-3165         54        N         0.00         0.000000
Q17         CACM-3165         55        N         0.00         0.000000
Q17         CACM-3166         56        N         0.00         0.000000
Q17         CACM-3166         57        N         0.00         0.000000
Q17         CACM-3167         58        N         0.00         0.000000
Q17         CACM-3167         59        N         0.00         0.000000
Q17         CACM-3168         60        N         0.00         0.000000
Q17         CACM-3169         61        N         0.00         0.000000
Q17         CACM-3170         62        N         0.00         0.000000
Q17         CACM-3170         63        N         0.00         0.000000
Q17         CACM-3171         64        N         0.00         0.000000
Q17         CACM-3171         65        N         0.00         0.000000
Q17         CACM-3173         66        N         0.00         0.000000
Q17         CACM-3173         67        N         0.00         0.000000
Q17         CACM-3173         68        N         0.00         0.000000
Q17         CACM-3157         69        N         0.00         0.000000
Q17         CACM-3158         70        N         0.00         0.000000
Q17         CACM-3158         71        N         0.00         0.000000
Q17         CACM-3159         72        N         0.00         0.000000
Q17         CACM-3160         73        N         0.00         0.000000
Q17         CACM-3160         74        N         0.00         0.000000
Q17         CACM-3162         75        N         0.00         0.000000
Q17         CACM-3163         76        N         0.00         0.000000
Q17         CACM-3152         77        N         0.00         0.000000
Q17         CACM-3152         78        N         0.00         0.000000
Q17         CACM-3153         79        N         0.00         0.000000
Q17         CACM-3153         80        N         0.00         0.000000
Q17         CACM-3154         81        N         0.00         0.000000
Q17         CACM-3155         82        N         0.00         0.000000
Q17         CACM-3156         83        N         0.00         0.000000
Q17         CACM-3157         84        N         0.00         0.000000
Q17         CACM-3148         85        N         0.00         0.000000
Q17         CACM-3148         86        N         0.00         0.000000
Q17         CACM-3149         87        N         0.00         0.000000
Q17         CACM-3150         88        N         0.00         0.000000
Q17         CACM-3150         89        N         0.00         0.000000
Q17         CACM-3150         90        N         0.00         0.000000
Q17         CACM-3151         91        N         0.00         0.000000
Q17         CACM-3145         92        N         0.00         0.000000
Q17         CACM-3146         93        N         0.00         0.000000
Q17         CACM-3147         94        N         0.00         0.000000
Q17         CACM-3144         95        N         0.00         0.000000
Q17         CACM-3145         96        N         0.00         0.000000
Q17         CACM-3144         97        N         0.00         0.000000
Q17         CACM-3144         98        N         0.00         0.000000
Q17         CACM-3143         99        N         0.00         0.000000
Q17         CACM-3142         100       N         0.00         0.000000


QueryID: Q18
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q18         CACM-3179         1         N         0.00         0.000000
Q18         CACM-3180         2         N         0.00         0.000000
Q18         CACM-3181         3         N         0.00         0.000000
Q18         CACM-3182         4         N         0.00         0.000000
Q18         CACM-3182         5         N         0.00         0.000000
Q18         CACM-3183         6         N         0.00         0.000000
Q18         CACM-3184         7         N         0.00         0.000000
Q18         CACM-3185         8         N         0.00         0.000000
Q18         CACM-3185         9         N         0.00         0.000000
Q18         CACM-3187         10        N         0.00         0.000000
Q18         CACM-3188         11        N         0.00         0.000000
Q18         CACM-3188         12        N         0.00         0.000000
Q18         CACM-3189         13        N         0.00         0.000000
Q18         CACM-3190         14        N         0.00         0.000000
Q18         CACM-3191         15        N         0.00         0.000000
Q18         CACM-3192         16        N         0.00         0.000000
Q18         CACM-3193         17        N         0.00         0.000000
Q18         CACM-3193         18        N         0.00         0.000000
Q18         CACM-3194         19        N         0.00         0.000000
Q18         CACM-3195         20        N         0.00         0.000000
Q18         CACM-3196         21        N         0.00         0.000000
Q18         CACM-3197         22        N         0.00         0.000000
Q18         CACM-3198         23        N         0.00         0.000000
Q18         CACM-3198         24        N         0.00         0.000000
Q18         CACM-3199         25        N         0.00         0.000000
Q18         CACM-3200         26        N         0.00         0.000000
Q18         CACM-3200         27        N         0.00         0.000000
Q18         CACM-3201         28        N         0.00         0.000000
Q18         CACM-3201         29        N         0.00         0.000000
Q18         CACM-3202         30        N         0.00         0.000000
Q18         CACM-3202         31        N         0.00         0.000000
Q18         CACM-3203         32        N         0.00         0.000000
Q18         CACM-3204         33        N         0.00         0.000000
Q18         CACM-3204         34        N         0.00         0.000000
Q18         CACM-3159         35        N         0.00         0.000000
Q18         CACM-3160         36        N         0.00         0.000000
Q18         CACM-3160         37        N         0.00         0.000000
Q18         CACM-3163         38        N         0.00         0.000000
Q18         CACM-3163         39        N         0.00         0.000000
Q18         CACM-3164         40        N         0.00         0.000000
Q18         CACM-3164         41        N         0.00         0.000000
Q18         CACM-3165         42        N         0.00         0.000000
Q18         CACM-3165         43        N         0.00         0.000000
Q18         CACM-3166         44        N         0.00         0.000000
Q18         CACM-3166         45        N         0.00         0.000000
Q18         CACM-3167         46        N         0.00         0.000000
Q18         CACM-3167         47        N         0.00         0.000000
Q18         CACM-3170         48        N         0.00         0.000000
Q18         CACM-3170         49        N         0.00         0.000000
Q18         CACM-3171         50        N         0.00         0.000000
Q18         CACM-3171         51        N         0.00         0.000000
Q18         CACM-3172         52        N         0.00         0.000000
Q18         CACM-3173         53        N         0.00         0.000000
Q18         CACM-3173         54        N         0.00         0.000000
Q18         CACM-3174         55        N         0.00         0.000000
Q18         CACM-3175         56        N         0.00         0.000000
Q18         CACM-3175         57        N         0.00         0.000000
Q18         CACM-3176         58        N         0.00         0.000000
Q18         CACM-3177         59        N         0.00         0.000000
Q18         CACM-3177         60        N         0.00         0.000000
Q18         CACM-3147         61        N         0.00         0.000000
Q18         CACM-3148         62        N         0.00         0.000000
Q18         CACM-3148         63        N         0.00         0.000000
Q18         CACM-3148         64        N         0.00         0.000000
Q18         CACM-3149         65        N         0.00         0.000000
Q18         CACM-3150         66        N         0.00         0.000000
Q18         CACM-3150         67        N         0.00         0.000000
Q18         CACM-3150         68        N         0.00         0.000000
Q18         CACM-3150         69        N         0.00         0.000000
Q18         CACM-3151         70        N         0.00         0.000000
Q18         CACM-3152         71        N         0.00         0.000000
Q18         CACM-3152         72        N         0.00         0.000000
Q18         CACM-3153         73        N         0.00         0.000000
Q18         CACM-3153         74        N         0.00         0.000000
Q18         CACM-3154         75        N         0.00         0.000000
Q18         CACM-3156         76        N         0.00         0.000000
Q18         CACM-3156         77        N         0.00         0.000000
Q18         CACM-3157         78        N         0.00         0.000000
Q18         CACM-3157         79        N         0.00         0.000000
Q18         CACM-3158         80        N         0.00         0.000000
Q18         CACM-3143         81        N         0.00         0.000000
Q18         CACM-3144         82        N         0.00         0.000000
Q18         CACM-3144         83        N         0.00         0.000000
Q18         CACM-3145         84        N         0.00         0.000000
Q18         CACM-3145         85        N         0.00         0.000000
Q18         CACM-3146         86        N         0.00         0.000000
Q18         CACM-3137         87        N         0.00         0.000000
Q18         CACM-3138         88        N         0.00         0.000000
Q18         CACM-3138         89        N         0.00         0.000000
Q18         CACM-3139         90        N         0.00         0.000000
Q18         CACM-3139         91        N         0.00         0.000000
Q18         CACM-3140         92        N         0.00         0.000000
Q18         CACM-3141         93        N         0.00         0.000000
Q18         CACM-3141         94        N         0.00         0.000000
Q18         CACM-3142         95        N         0.00         0.000000
Q18         CACM-3142         96        N         0.00         0.000000
Q18         CACM-3143         97        N         0.00         0.000000
Q18         CACM-3136         98        N         0.00         0.000000
Q18         CACM-3136         99        N         0.00         0.000000
Q18         CACM-3135         100       N         0.00         0.000000


QueryID: Q19
P@K = 5: 0.000000
P@K = 20: 0.095238


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q19         CACM-2932         1         N         0.00         0.000000
Q19         CACM-2936         2         N         0.00         0.000000
Q19         CACM-2942         3         N         0.00         0.000000
Q19         CACM-2948         4         N         0.00         0.000000
Q19         CACM-2950         5         N         0.00         0.000000
Q19         CACM-2953         6         N         0.00         0.000000
Q19         CACM-2955         7         N         0.00         0.000000
Q19         CACM-2963         8         N         0.00         0.000000
Q19         CACM-2967         9         N         0.00         0.000000
Q19         CACM-2968         10        N         0.00         0.000000
Q19         CACM-2973         11        R         0.09         0.090909
Q19         CACM-2973         12        R         0.18         0.166667
Q19         CACM-2986         13        N         0.18         0.153846
Q19         CACM-2997         14        N         0.18         0.142857
Q19         CACM-3006         15        N         0.18         0.133333
Q19         CACM-3018         16        N         0.18         0.125000
Q19         CACM-3032         17        N         0.18         0.117647
Q19         CACM-3037         18        N         0.18         0.111111
Q19         CACM-3038         19        N         0.18         0.105263
Q19         CACM-3040         20        N         0.18         0.100000
Q19         CACM-3044         21        N         0.18         0.095238
Q19         CACM-3054         22        N         0.18         0.090909
Q19         CACM-3055         23        N         0.18         0.086957
Q19         CACM-3059         24        N         0.18         0.083333
Q19         CACM-3061         25        N         0.18         0.080000
Q19         CACM-3065         26        N         0.18         0.076923
Q19         CACM-3073         27        N         0.18         0.074074
Q19         CACM-3075         28        R         0.27         0.107143
Q19         CACM-3075         29        R         0.36         0.137931
Q19         CACM-3086         30        N         0.36         0.133333
Q19         CACM-3094         31        N         0.36         0.129032
Q19         CACM-3118         32        N         0.36         0.125000
Q19         CACM-3124         33        N         0.36         0.121212
Q19         CACM-3131         34        N         0.36         0.117647
Q19         CACM-3132         35        N         0.36         0.114286
Q19         CACM-3134         36        N         0.36         0.111111
Q19         CACM-3141         37        N         0.36         0.108108
Q19         CACM-3143         38        N         0.36         0.105263
Q19         CACM-3150         39        N         0.36         0.102564
Q19         CACM-3151         40        N         0.36         0.100000
Q19         CACM-3152         41        N         0.36         0.097561
Q19         CACM-3153         42        N         0.36         0.095238
Q19         CACM-3156         43        R         0.45         0.116279
Q19         CACM-3156         44        R         0.55         0.136364
Q19         CACM-3163         45        N         0.55         0.133333
Q19         CACM-3164         46        N         0.55         0.130435
Q19         CACM-3165         47        N         0.55         0.127660
Q19         CACM-3166         48        N         0.55         0.125000
Q19         CACM-3175         49        R         0.64         0.142857
Q19         CACM-3187         50        N         0.64         0.140000
Q19         CACM-2837         51        N         0.64         0.137255
Q19         CACM-2838         52        N         0.64         0.134615
Q19         CACM-2851         53        N         0.64         0.132075
Q19         CACM-2855         54        N         0.64         0.129630
Q19         CACM-2857         55        N         0.64         0.127273
Q19         CACM-2860         56        N         0.64         0.125000
Q19         CACM-2863         57        N         0.64         0.122807
